"x";"y";"srid","name";"place";"population"
16507042;-4202338;3857;"Mundongo";"hamlet";-1
16505094;-4380956;3857;"The Cascades";"hamlet";-1
16458710;-4277484;3857;"The Glen";"hamlet";-1
16493962;-4261476;3857;"The Island";"hamlet";-1
16512515;-4325647;3857;"Ryries Parlour";"hamlet";-1
16479954;-4204081;3857;"Sandy Gully";"hamlet";-1
16479274;-4215870;3857;"Sharps Creek";"hamlet";-1
16514370;-4275195;3857;"Sue City";"hamlet";-1
16499528;-4350962;3857;"Tumbling Waters";"hamlet";-1
16490251;-4376336;3857;"Tom Groggin";"hamlet";-1
16523647;-4186327;3857;"Tumorrama";"hamlet";-1
16501383;-4397141;3857;"Tin Mine";"hamlet";-1
16506949;-4307274;3857;"Thiess";"hamlet";-1
16510350;-4215149;3857;"Wermatong";"hamlet";-1
16492106;-4218146;3857;"Wereboldera";"hamlet";-1
16492106;-4213594;3857;"Windowie";"hamlet";-1
16472873;-4217653;3857;"Westwood";"hamlet";-1
16443868;-4077919;3857;"Wallundry";"hamlet";-1
16505094;-4209045;3857;"Tumut Plains";"hamlet";-1
16469842;-4300392;3857;"Welaregang";"hamlet";-1
16479119;-4304980;3857;"Warbrook";"hamlet";-1
16497672;-4304980;3857;"Yellow Bog";"hamlet";-1
16527357;-4252340;3857;"Yarrangobilly";"hamlet";-1
16467987;-4231811;3857;"Yaven Creek";"hamlet";-1
16508804;-4298099;3857;"Worlds End";"hamlet";-1
16512979;-4195408;3857;"Wyangle";"hamlet";-1
16501383;-4309569;3857;"Wolseleys Gap";"hamlet";-1
16488531;-4219346;3857;"Wondalga";"hamlet";-1
16698047;-4084663;3857;"Bannaby";"hamlet";-1
16641460;-4109429;3857;"Bannister";"hamlet";-1
16703613;-4064441;3857;"Barrallier";"hamlet";-1
16594149;-4057708;3857;"Battery Crossing";"hamlet";-1
16595572;-4099817;3857;"Bevendale";"hamlet";-1
16615825;-4108903;3857;"Biala";"hamlet";-1
16698047;-4102670;3857;"Big Hill";"hamlet";-1
16692481;-4054343;3857;"Black Bog";"hamlet";-1
16588954;-4114088;3857;"Blakney Creek";"hamlet";-1
16608992;-4046495;3857;"Blanket Flat";"hamlet";-1
16694337;-4082415;3857;"Blueys Hole";"hamlet";-1
16651664;-4059952;3857;"Bolong";"hamlet";-1
16595572;-4124052;3857;"Broadway";"hamlet";-1
16677639;-4102670;3857;"Chatsbury";"hamlet";-1
16637749;-4090287;3857;"Brooklands";"hamlet";-1
16679494;-4057708;3857;"Cobodong";"hamlet";-1
16645171;-4093664;3857;"Cottawalla";"hamlet";-1
16632183;-4038653;3857;"Cordillera";"hamlet";-1
16620124;-4059952;3857;"Crooked Corner";"hamlet";-1
16673928;-4066686;3857;"Curraweela";"hamlet";-1
16626525;-4133648;3857;"Cullerin";"hamlet";-1
16592294;-4019630;3857;"Decca";"hamlet";-1
16549621;-4104922;3857;"Eubindal";"hamlet";-1
16594149;-4122961;3857;"Devils Elbow";"hamlet";-1
16628473;-4095914;3857;"Glenerin";"hamlet";-1
16647954;-4057708;3857;"Fullerton";"hamlet";-1
16588583;-4021867;3857;"Grabine";"hamlet";-1
16603426;-4121833;3857;"Greendale";"hamlet";-1
16660941;-4068932;3857;"Golspie";"hamlet";-1
16631256;-4101543;3857;"Grabben Gullen";"hamlet";-1
16631874;-4117885;3857;"Gurrundah";"hamlet";-1
16597860;-4019630;3857;"Greenmantle";"hamlet";-1
16690626;-4107176;3857;"Greenwich Park";"hamlet";-1
16596369;-4134830;3857;"Jerrawa";"hamlet";-1
16624762;-4046495;3857;"Junction Point";"hamlet";-1
16649809;-4048737;3857;"Hadley";"hamlet";-1
16703613;-4080166;3857;"Hanworth";"hamlet";-1
16637749;-4101543;3857;"Kialla";"hamlet";-1
16603519;-4142988;3857;"Lade Vale";"hamlet";-1
16647954;-4066686;3857;"Kempton";"hamlet";-1
16638677;-4055465;3857;"Limerick";"hamlet";-1
16627545;-4146681;3857;"Lerida";"hamlet";-1
16656302;-4055465;3857;"Leighwood";"hamlet";-1
16653520;-4080166;3857;"Mianga Creek";"hamlet";-1
16649809;-4089162;3857;"Mcalister";"hamlet";-1
16690626;-4071178;3857;"Mares Forest";"hamlet";-1
16622010;-4087138;3857;"Lost River";"hamlet";-1
16705469;-4075671;3857;"Murphys Flat";"hamlet";-1
16606209;-4092538;3857;"Mullengrove";"hamlet";-1
16606209;-4059952;3857;"Mulgowrie";"hamlet";-1
16666507;-4089162;3857;"Mount Rae";"hamlet";-1
16639605;-4079042;3857;"Redground";"hamlet";-1
16651664;-4084663;3857;"Redbank";"hamlet";-1
16605281;-4133121;3857;"Oolong";"hamlet";-1
16693409;-4081290;3857;"Newfoundland";"hamlet";-1
16645171;-4066686;3857;"Thalaba";"hamlet";-1
16651664;-4055465;3857;"The Stables";"hamlet";-1
16618268;-4098165;3857;"The Two Long Hundreds";"hamlet";-1
16644243;-4098165;3857;"Third Creek";"hamlet";-1
16673928;-4107176;3857;"Rhyanna";"hamlet";-1
16651664;-4057708;3857;"Richies";"hamlet";-1
16674856;-4080166;3857;"Stonequarry";"hamlet";-1
16669290;-4085788;3857;"Strathaird";"hamlet";-1
16612702;-4038653;3857;"Whick Whack";"hamlet";-1
16705469;-4080166;3857;"White Camp";"hamlet";-1
16657230;-4093663;3857;"Willigam";"hamlet";-1
16664651;-4084663;3857;"Wowagin";"hamlet";-1
16421008;-4185800;3857;"Alfredtown";"hamlet";-1
16352957;-4170451;3857;"Arajoel";"hamlet";-1
16026420;-4224976;3857;"Ballbank";"hamlet";-1
16929963;-3645526;3857;"Bells Flat";"hamlet";-1
16024564;-4168185;3857;"Berambong";"hamlet";-1
16926252;-3647693;3857;"Black Springs";"hamlet";-1
16386353;-4195408;3857;"Bon Accord";"hamlet";-1
16872448;-3678070;3857;"Branga Swamp";"hamlet";-1
16874303;-3667212;3857;"Branga Plains";"hamlet";-1
16365944;-4168185;3857;"Brays Swamp";"hamlet";-1
16080224;-4168185;3857;"Bundyulumblah";"hamlet";-1
16354812;-4186327;3857;"Bullenbong";"hamlet";-1
16067948;-4209614;3857;"Burraboi";"hamlet";-1
16056105;-4261476;3857;"Burnt Landing";"hamlet";-1
16054250;-4252340;3857;"Cassidys Camp";"hamlet";-1
16000445;-4195408;3857;"Coobool";"hamlet";-1
16430881;-4197680;3857;"Coreinbob";"hamlet";-1
16017607;-4222775;3857;"Cobramunga";"hamlet";-1
16913265;-3679156;3857;"Daisy Patch";"hamlet";-1
16375221;-4157994;3857;"Cottee";"hamlet";-1
16020081;-4197074;3857;"Cunninyeuk";"hamlet";-1
16397485;-4165920;3857;"Dhulura";"hamlet";-1
16042870;-4191207;3857;"Dhuragoon";"hamlet";-1
16952227;-3623878;3857;"Daisy Plains";"hamlet";-1
16907699;-3669383;3857;"Devils Delight";"hamlet";-1
16905844;-3679156;3857;"Dicks Hut";"hamlet";-1
15996333;-4189921;3857;"Dilpurra";"hamlet";-1
16438302;-4174985;3857;"Eringowarra";"hamlet";-1
15963339;-4152336;3857;"Four Corners";"hamlet";-1
16393774;-4156862;3857;"Flowerdale";"hamlet";-1
16894712;-3710700;3857;"Giro Forest Park";"hamlet";-1
16364089;-4161390;3857;"Ganmurra";"hamlet";-1
16025012;-4232433;3857;"Gonn Crossing";"hamlet";-1
16030099;-4228583;3857;"Gonn";"hamlet";-1
16054250;-4259191;3857;"Iron Punt Landing";"hamlet";-1
16942950;-3623878;3857;"Ironbark Camp";"hamlet";-1
15961020;-4152902;3857;"Goodnight";"hamlet";-1
16410472;-4195408;3857;"Gregadoo";"hamlet";-1
16942950;-3652028;3857;"Gum Flat";"hamlet";-1
16434591;-4206771;3857;"Keajura";"hamlet";-1
16029141;-4131502;3857;"Keri Keri";"hamlet";-1
16358523;-4147812;3857;"Kockibitoo";"hamlet";-1
16057960;-4206771;3857;"Jimaringle";"hamlet";-1
16933674;-3649860;3857;"Kangaroo Flat";"hamlet";-1
16928108;-3632533;3857;"Kangaroo Hollow";"hamlet";-1
15959628;-4177252;3857;"Lake Jileroo";"hamlet";-1
16414183;-4213594;3857;"Livingstone";"hamlet";-1
16421108;-4192320;3857;"Ladysmith";"hamlet";-1
16365944;-4152336;3857;"Mangain";"hamlet";-1
16007721;-4211748;3857;"Mellool";"hamlet";-1
16447578;-4190867;3857;"Lower Tarcutta";"hamlet";-1
16920222;-3607306;3857;"Long Flat";"hamlet";-1
16006011;-4181789;3857;"Mallan";"hamlet";-1
16017143;-4209045;3857;"Mulligans Plain";"hamlet";-1
16908410;-3633182;3857;"Moona Plains";"hamlet";-1
16380787;-4165920;3857;"Millwood";"hamlet";-1
15996735;-4165920;3857;"Moolpa";"hamlet";-1
16052394;-4195408;3857;"Niemur";"hamlet";-1
16026420;-4209045;3857;"Noorong";"hamlet";-1
16924397;-3678070;3857;"Myrtle Scrub";"hamlet";-1
16018998;-4218146;3857;"Nacurrie";"hamlet";-1
16061671;-4259191;3857;"Myloc";"hamlet";-1
16903988;-3671554;3857;"Mummel Gulf";"hamlet";-1
16007866;-4220422;3857;"Murra";"hamlet";-1
16393774;-4224976;3857;"Paper Forest";"hamlet";-1
16918831;-3608747;3857;"Oven Camp";"hamlet";-1
16924397;-3639028;3857;"Orchard Flat";"hamlet";-1
16456855;-4218146;3857;"Oberne";"hamlet";-1
16926252;-3634697;3857;"Rabbit Flat";"hamlet";-1
16406297;-4178386;3857;"Pregan Island";"hamlet";-1
16920686;-3643360;3857;"Point Cunderang";"hamlet";-1
16941095;-3647693;3857;"Bare Camp";"hamlet";-1
16011577;-4152336;3857;"Perekerten";"hamlet";-1
16059816;-4263762;3857;"Penglasses Landing";"hamlet";-1
16386353;-4199952;3857;"Pearson";"hamlet";-1
16054250;-4245492;3857;"Stadium Clearing";"hamlet";-1
16876158;-3660703;3857;"St Leonards";"hamlet";-1
15981892;-4172718;3857;"Stony Crossing";"hamlet";-1
16926252;-3652028;3857;"Stockyard Flat";"hamlet";-1
16425315;-4195408;3857;"Tamboolba";"hamlet";-1
16944806;-3632533;3857;"Sunderlands";"hamlet";-1
15985603;-4209045;3857;"Rifle Butts Corner";"hamlet";-1
16057960;-4261476;3857;"Reeds Landing";"hamlet";-1
16416038;-4165920;3857;"Shepherds";"hamlet";-1
16449434;-4222699;3857;"Sheahan";"hamlet";-1
15993024;-4209045;3857;"Snake Avenue";"hamlet";-1
16015288;-4211320;3857;"Toolmah";"hamlet";-1
16451289;-4197680;3857;"Toonga";"hamlet";-1
16384497;-4152336;3857;"Tooyal";"hamlet";-1
15985603;-4179520;3857;"Tueloga";"hamlet";-1
16054250;-4218146;3857;"Tullakool";"hamlet";-1
16449434;-4213594;3857;"Umbango";"hamlet";-1
16911410;-3673726;3857;"Upper Yarrowitch";"hamlet";-1
16924397;-3645526;3857;"The Basin";"hamlet";-1
16952227;-3649860;3857;"The Racecourse";"hamlet";-1
16879869;-3707433;3857;"The Racecourse";"hamlet";-1
16059816;-4252340;3857;"The Rockery";"hamlet";-1
16948516;-3641194;3857;"Youdales Hut";"hamlet";-1
16009722;-4204498;3857;"Wetuppa";"hamlet";-1
16410472;-4229532;3857;"Westby";"hamlet";-1
16462421;-4236369;3857;"Westbrook";"hamlet";-1
16508804;-4003988;3857;"Adelargo";"hamlet";-1
16583017;-3842111;3857;"Apsley";"hamlet";-1
16557043;-3835505;3857;"Arthurville";"hamlet";-1
16623834;-3778416;3857;"Avondale";"hamlet";-1
16577172;-3866249;3857;"Bakers Swamp";"hamlet";-1
16577729;-3792516;3857;"Ballimore";"hamlet";-1
16608992;-3621715;3857;"Bark Hut Corner";"hamlet";-1
16581162;-3631090;3857;"Barwon";"hamlet";-1
16610847;-3853126;3857;"Battle Flat";"hamlet";-1
16608992;-3736868;3857;"Beni Crossing";"hamlet";-1
16445723;-4019630;3857;"Berendebba";"hamlet";-1
16610847;-3732503;3857;"Biamble";"hamlet";-1
16579307;-3850922;3857;"Black Rock";"hamlet";-1
16488395;-4010690;3857;"Bogolong";"hamlet";-1
16585800;-3823406;3857;"Bodangora";"hamlet";-1
16598787;-3767468;3857;"Boomley";"hamlet";-1
16675783;-3693287;3857;"Bomera";"hamlet";-1
16558898;-3861947;3857;"Bournewood";"hamlet";-1
16601570;-3630368;3857;"Bottom Crossing";"hamlet";-1
16462761;-4042947;3857;"Bribbaree";"hamlet";-1
16648108;-3690568;3857;"Box Ridge";"hamlet";-1
16592294;-3875190;3857;"Buck Swamp";"hamlet";-1
16512515;-4026341;3857;"Brundah";"hamlet";-1
16597860;-3831104;3857;"Bulbudgeree";"hamlet";-1
16597860;-3647693;3857;"Bugaldie";"hamlet";-1
16608992;-3850922;3857;"Bulls Pound";"hamlet";-1
16597860;-3675898;3857;"Bullocks Forest";"hamlet";-1
16605498;-3881412;3857;"Bundalah";"hamlet";-1
16625690;-3660703;3857;"Burra Bee Dee";"hamlet";-1
16660013;-3769657;3857;"Cainbil";"hamlet";-1
16672073;-3734685;3857;"Cooks Crossing";"hamlet";-1
16573741;-3820108;3857;"Combo";"hamlet";-1
16582089;-3810220;3857;"Comobella";"hamlet";-1
16675783;-3695462;3857;"Coronation Flat";"hamlet";-1
16566319;-3855331;3857;"Curra Creek";"hamlet";-1
16629648;-3640219;3857;"Dandry";"hamlet";-1
16597860;-3606586;3857;"Cumbil Corner";"hamlet";-1
16575596;-3872982;3857;"Cundumbul";"hamlet";-1
16621979;-3736868;3857;"Dinnykymine";"hamlet";-1
16621979;-3682416;3857;"Deringulla";"hamlet";-1
16641584;-3767650;3857;"Denison Town";"hamlet";-1
16484685;-3999523;3857;"Driftway";"hamlet";-1
16603426;-3864153;3857;"Doyles Rock";"hamlet";-1
16586728;-3741234;3857;"Doorook";"hamlet";-1
16607136;-3741234;3857;"Doodlembuck Island";"hamlet";-1
16481098;-4020040;3857;"Eualdrie";"hamlet";-1
16590791;-3778458;3857;"Elong Elong";"hamlet";-1
16629894;-3765677;3857;"Dunedoo";"hamlet";-1
16584872;-3846516;3857;"Dripstone";"hamlet";-1
16598787;-3874270;3857;"Farnham";"hamlet";-1
16614558;-3857536;3857;"Farmers Flat";"hamlet";-1
16569164;-3874896;3857;"Eurimbla";"hamlet";-1
16597243;-3887150;3857;"Euchareena";"hamlet";-1
16567449;-3815616;3857;"Geurie";"hamlet";-1
16614558;-3623878;3857;"Gibbican Four Ways";"hamlet";-1
16594149;-3846515;3857;"Gigmalerie Beach";"hamlet";-1
16595077;-3805828;3857;"Gillinghall";"hamlet";-1
16592294;-3884027;3857;"Finchs Caves";"hamlet";-1
16573740;-3842111;3857;"Finger Post";"hamlet";-1
16578379;-3808024;3857;"Finns Crossing";"hamlet";-1
16659085;-3654196;3857;"Garrawilla";"hamlet";-1
16585924;-3652678;3857;"Goorianawa";"hamlet";-1
16596004;-3687850;3857;"Gowang";"hamlet";-1
16662796;-3752158;3857;"Girragulang";"hamlet";-1
16484685;-3995803;3857;"Glenelg";"hamlet";-1
16590438;-3795953;3857;"Gollan";"hamlet";-1
16670217;-3632533;3857;"Goolhi";"hamlet";-1
16614558;-3848719;3857;"Kangaroo Ground";"hamlet";-1
16516225;-4039773;3857;"Iandra";"hamlet";-1
16588583;-3604427;3857;"Kenebri";"hamlet";-1
16518081;-4019630;3857;"Kellys Creek";"hamlet";-1
16659085;-3758717;3857;"Hannahs Bridge";"hamlet";-1
16607507;-3890180;3857;"Gum Flat";"hamlet";-1
16659085;-3721597;3857;"Honeysuckle Corner";"hamlet";-1
16590438;-3804731;3857;"Hillcroft";"hamlet";-1
16623834;-3758717;3857;"Liamena";"hamlet";-1
16647428;-3765404;3857;"Leadville";"hamlet";-1
16590438;-3822306;3857;"Lincoln";"hamlet";-1
16588583;-3879608;3857;"Limestone Camp";"hamlet";-1
16616413;-3787181;3857;"Laheys Creek";"hamlet";-1
16642388;-3760904;3857;"Lawson Crossing";"hamlet";-1
16601292;-3852796;3857;"Lake Burrendong";"hamlet";-1
16582089;-3786085;3857;"Muronbung";"hamlet";-1
16623834;-3691112;3857;"Murrawal";"hamlet";-1
16608064;-3630368;3857;"Middle Crossing";"hamlet";-1
16506948;-4019629;3857;"Mogongong";"hamlet";-1
16601570;-3864153;3857;"Lower Mookerawa";"hamlet";-1
16421604;-3997291;3857;"Marsden";"hamlet";-1
16649809;-3678070;3857;"Long Ridge";"hamlet";-1
16559609;-3867757;3857;"Loombah";"hamlet";-1
16605281;-3850922;3857;"Potato Ground";"hamlet";-1
16614558;-3835505;3857;"Poverty Point";"hamlet";-1
16471698;-4001755;3857;"Piney Range";"hamlet";-1
16471698;-3988367;3857;"Pinnacle";"hamlet";-1
16601570;-3866360;3857;"Orangies Point";"hamlet";-1
16625690;-3715058;3857;"Piambra";"hamlet";-1
16610847;-3708522;3857;"New Mollyan";"hamlet";-1
16636822;-3645526;3857;"Old Yaminba";"hamlet";-1
16560753;-3848719;3857;"Smoky Camp";"hamlet";-1
16664651;-3728139;3857;"Seven Mile Junction";"hamlet";-1
16587655;-3789373;3857;"Saxa";"hamlet";-1
16692481;-3745603;3857;"Rotherwood Crossing";"hamlet";-1
16664651;-3775130;3857;"Ross Crossing";"hamlet";-1
16632183;-3765280;3857;"Redbank";"hamlet";-1
16494010;-4017688;3857;"Quandong";"hamlet";-1
16631256;-3780606;3857;"Tucklan";"hamlet";-1
16621979;-3754344;3857;"Towkalgra";"hamlet";-1
16607136;-3850922;3857;"Top Diggings";"hamlet";-1
16610847;-3632533;3857;"Top Crossing";"hamlet";-1
16594149;-3673726;3857;"The Chips";"hamlet";-1
16594149;-3736868;3857;"Taylors Crossing";"hamlet";-1
16634966;-3634697;3857;"Tannawanda";"hamlet";-1
16596004;-3879608;3857;"Store Creek";"hamlet";-1
16616413;-3747788;3857;"Wongoni";"hamlet";-1
16501383;-4017393;3857;"Wirega";"hamlet";-1
16607136;-3656365;3857;"Yearinan";"hamlet";-1
16508804;-4035294;3857;"Tyagong";"hamlet";-1
16676648;-3754682;3857;"Turee";"hamlet";-1
16596004;-3890659;3857;"Warnecliffe";"hamlet";-1
16610847;-3682416;3857;"Warkton";"hamlet";-1
16672073;-3630368;3857;"Washpen Flowout";"hamlet";-1
16499528;-3997291;3857;"Warraderry";"hamlet";-1
16578379;-3810220;3857;"Windora";"hamlet";-1
16653520;-3760904;3857;"Weeraman";"hamlet";-1
16582584;-4130523;3857;"Bango";"hamlet";-1
16613278;-4153518;3857;"Bellmount Forest";"hamlet";-1
16525502;-4050979;3857;"Bendick Murrell";"hamlet";-1
16479119;-4074548;3857;"Berthong";"hamlet";-1
16575689;-4159805;3857;"Boambolo";"hamlet";-1
16505094;-4077919;3857;"Boara";"hamlet";-1
16503238;-4044254;3857;"Bulla Creek";"hamlet";-1
16505093;-4066686;3857;"Burrangong";"hamlet";-1
16541534;-4163547;3857;"Burrinjuck";"hamlet";-1
16567340;-4165655;3857;"Cavan";"hamlet";-1
16536634;-4152336;3857;"Childowla";"hamlet";-1
16585800;-4134251;3857;"Coolalie";"hamlet";-1
16531068;-4042013;3857;"Crowther";"hamlet";-1
16577451;-4188596;3857;"Croppers Point";"hamlet";-1
16567247;-4159880;3857;"Dwyers Elms";"hamlet";-1
16578227;-4175853;3857;"Dog Trap Crossing";"hamlet";-1
16557043;-4127475;3857;"Goondah";"hamlet";-1
16567804;-4148452;3857;"Good Hope";"hamlet";-1
16573740;-4143288;3857;"Hattons Corner";"hamlet";-1
16549621;-4125218;3857;"Illalong Creek";"hamlet";-1
16566319;-4153467;3857;"Hume Park";"hamlet";-1
16566319;-4188596;3857;"Kangaroo Flat";"hamlet";-1
16584378;-4171093;3857;"Jeir";"hamlet";-1
16489354;-4041677;3857;"Kikiamah";"hamlet";-1
16571978;-4115329;3857;"Laverstock";"hamlet";-1
16559826;-4146681;3857;"McGraths Flats";"hamlet";-1
16493962;-4039773;3857;"Lirambenda";"hamlet";-1
16629400;-4160258;3857;"Little Meadow";"hamlet";-1
16516225;-4066686;3857;"Shirrenden Hill";"hamlet";-1
16549621;-4190867;3857;"Tailing Flat";"hamlet";-1
16566319;-4181789;3857;"Ram Flat";"hamlet";-1
16558898;-4181789;3857;"Scotchies Flat";"hamlet";-1
16508804;-4064441;3857;"Tipperary Flat";"hamlet";-1
16558898;-4177252;3857;"Waddys Plain";"hamlet";-1
16542200;-4147812;3857;"Talmo";"hamlet";-1
16562609;-4116193;3857;"Tangmangaroo";"hamlet";-1
16557043;-4148943;3857;"Woolgarlo";"hamlet";-1
16518081;-4071178;3857;"Wambanumba";"hamlet";-1
16564464;-4151205;3857;"Webo Willows";"hamlet";-1
16922542;-3538733;3857;"Aberfoyle";"hamlet";-1
16922542;-3567768;3857;"Achill";"hamlet";-1
16868923;-3545191;3857;"Boorolong";"hamlet";-1
16939240;-3604427;3857;"Broad Crossing";"hamlet";-1
16948300;-3610367;3857;"Carrai";"hamlet";-1
16894712;-3582850;3857;"Castle Doyle";"hamlet";-1
16890444;-3571716;3857;"Commissioners Waters";"hamlet";-1
16886023;-3581592;3857;"Dangarsleigh";"hamlet";-1
16893908;-3558226;3857;"Donald Creek";"hamlet";-1
16879931;-3556863;3857;"Duval";"hamlet";-1
16870933;-3557580;3857;"Dumaresq";"hamlet";-1
16874303;-3552704;3857;"Exmouth";"hamlet";-1
16939243;-3604436;3857;"Flaggy Rock Crossing";"hamlet";-1
16937384;-3608747;3857;"Fingerboard Crossing";"hamlet";-1
16941095;-3600108;3857;"Georges Junction";"hamlet";-1
16942950;-3600108;3857;"Georges Creek";"hamlet";-1
16933674;-3576384;3857;"Jeogla";"hamlet";-1
16368727;-4311864;3857;"Lake Hume Village";"hamlet";-1
16922542;-3589319;3857;"Jeogla Warm Crossing";"hamlet";-1
16879869;-3578754;3857;"Kellys Plains";"hamlet";-1
16948516;-3597950;3857;"Lower Creek";"hamlet";-1
16920686;-3595792;3857;"Long Point";"hamlet";-1
16857605;-3546254;3857;"Longford";"hamlet";-1
16876158;-3563462;3857;"Mitchells Flat";"hamlet";-1
16946661;-3576384;3857;"Mullens Crossing";"hamlet";-1
16937384;-3606586;3857;"Raffertys Crossing";"hamlet";-1
16948516;-3567768;3857;"Yooroonah";"hamlet";-1
16872448;-3550554;3857;"Toms Gully";"hamlet";-1
16648456;-3947322;3857;"Abercrombie";"hamlet";-1
16625690;-4015159;3857;"Abercrombie Caves";"hamlet";-1
16625844;-4016947;3857;"Abercrombie River";"hamlet";-1
17081017;-3349650;3857;"Alstonvale";"hamlet";-1
16629400;-3992829;3857;"Arkell";"hamlet";-1
17078389;-3373313;3857;"Bagotville";"hamlet";-1
16631256;-3960525;3857;"Bathampton";"hamlet";-1
17078389;-3354238;3857;"Bewers Hill";"hamlet";-1
16673928;-3941631;3857;"Big Flat";"hamlet";-1
16634966;-3931641;3857;"Billywillinga";"hamlet";-1
16629400;-3901721;3857;"Box Corner";"hamlet";-1
17088500;-3343406;3857;"Brooklet";"hamlet";-1
16640532;-3983908;3857;"Brownlea";"hamlet";-1
16669290;-3918334;3857;"Butcher Boy Reef";"hamlet";-1
16634966;-3974995;3857;"Caloola";"hamlet";-1
17082718;-3373313;3857;"Cabbage Tree Island";"hamlet";-1
17075606;-3373313;3857;"Chinamans Wharf";"hamlet";-1
16646098;-3932750;3857;"Cherry Tree";"hamlet";-1
16614558;-3999523;3857;"Colo";"hamlet";-1
16664651;-3938300;3857;"Clear Creek";"hamlet";-1
16608992;-4012924;3857;"Copperhannia";"hamlet";-1
17083027;-3364832;3857;"Coolgardie";"hamlet";-1
16664652;-3886237;3857;"Crudine";"hamlet";-1
16644243;-3970541;3857;"Cow Flat";"hamlet";-1
16609919;-4022985;3857;"Curragh";"hamlet";-1
17091376;-3354238;3857;"Cumbalum";"hamlet";-1
16640532;-3948296;3857;"Dunkeld";"hamlet";-1
17077616;-3362183;3857;"Dalwood";"hamlet";-1
17097251;-3357769;3857;"East Ballina";"hamlet";-1
17083955;-3371192;3857;"East Wardell";"hamlet";-1
16644243;-3986137;3857;"Dunns Plains";"hamlet";-1
16649809;-3934970;3857;"Duramana";"hamlet";-1
16643010;-3953539;3857;"Evans Plains";"hamlet";-1
17087665;-3345769;3857;"Fernleigh";"hamlet";-1
17089521;-3364832;3857;"Empire Vale";"hamlet";-1
16647954;-3981679;3857;"Fosters Valley";"hamlet";-1
16628473;-3958301;3857;"Fitzgeralds Mount";"hamlet";-1
16631256;-3966088;3857;"Fitzgeralds Valley";"hamlet";-1
16680700;-3962194;3857;"Gemalla";"hamlet";-1
16623834;-3931641;3857;"Freemantle";"hamlet";-1
16657230;-3977222;3857;"Garthowen";"hamlet";-1
16625690;-3919442;3857;"Gowan";"hamlet";-1
17082873;-3374197;3857;"Goat Island";"hamlet";-1
16664651;-3950519;3857;"Glanmire";"hamlet";-1
17091375;-3359887;3857;"Keith Hall";"hamlet";-1
16653520;-3896189;3857;"Kangaroo Flat";"hamlet";-1
17091376;-3345770;3857;"Knockrow";"hamlet";-1
16681349;-3952742;3857;"Kirkconnell";"hamlet";-1
16633111;-3919442;3857;"Killongbutta";"hamlet";-1
16672073;-3963863;3857;"Locksley";"hamlet";-1
16670217;-3929422;3857;"Limekilns";"hamlet";-1
16640532;-3897295;3857;"Maitland Camp";"hamlet";-1
16630862;-3906939;3857;"Mares Nest";"hamlet";-1
17080244;-3361653;3857;"Meerschaum Vale";"hamlet";-1
16629400;-3931641;3857;"Milkers Flat";"hamlet";-1
16655375;-3905042;3857;"Lower Wallaby";"hamlet";-1
17081172;-3359181;3857;"Lynwood";"hamlet";-1
16655375;-3954965;3857;"Macquarie Vale";"hamlet";-1
16634966;-3906149;3857;"Mahoneys Corner";"hamlet";-1
16644243;-3940521;3857;"Mount Rankin";"hamlet";-1
16672073;-3952742;3857;"Napoleon Reef";"hamlet";-1
16624762;-4001447;3857;"One Eye";"hamlet";-1
16654447;-3918334;3857;"Millah Murrah";"hamlet";-1
17085810;-3354238;3857;"Miroma";"hamlet";-1
16627545;-3940521;3857;"Rock Forest";"hamlet";-1
16670217;-3920551;3857;"Paling Yards";"hamlet";-1
17082100;-3356356;3857;"Perrys Hill";"hamlet";-1
17096986;-3358598;3857;"Shaws Bay";"hamlet";-1
16629371;-3905563;3857;"Root Hog";"hamlet";-1
16649809;-3969427;3857;"Rockley Mount";"hamlet";-1
16647954;-3895083;3857;"Sallys Flat";"hamlet";-1
16631256;-4028578;3857;"Round Water Hole";"hamlet";-1
16646098;-3934970;3857;"The Junction";"hamlet";-1
17077461;-3362712;3857;"The Big Fig Tree";"hamlet";-1
16631256;-3930531;3857;"The Bluff";"hamlet";-1
16683232;-3963856;3857;"Tarana Quarry";"hamlet";-1
16673928;-3910578;3857;"Upper Turon";"hamlet";-1
16654447;-3906149;3857;"Turondale";"hamlet";-1
16633111;-3928313;3857;"The Round Hole";"hamlet";-1
16640532;-3995059;3857;"Triangle Flat";"hamlet";-1
16647954;-3903935;3857;"The Reefs";"hamlet";-1
16634039;-3952371;3857;"The Rocks";"hamlet";-1
16660941;-3922768;3857;"Wiagdon";"hamlet";-1
16655375;-3959413;3857;"White Rock";"hamlet";-1
16633111;-3937745;3857;"Watton";"hamlet";-1
16670217;-3961638;3857;"Wambool";"hamlet";-1
16671145;-3953853;3857;"Walang";"hamlet";-1
16660941;-3943852;3857;"Yarras";"hamlet";-1
16673928;-3938300;3857;"Winburndale";"hamlet";-1
16981912;-3537658;3857;"Bens Hut";"hamlet";-1
16995857;-3550733;3857;"Bielsdown Hills";"hamlet";-1
16241637;-4288932;3857;"Boomanoomana";"hamlet";-1
16981912;-3565615;3857;"Brinerville";"hamlet";-1
17015308;-3552704;3857;"Buffer Creek";"hamlet";-1
17008360;-3533598;3857;"Cascade";"hamlet";-1
17028295;-3561310;3857;"Charlmont";"hamlet";-1
